-10.0	1.0
-9.997999799979999	1.0
-9.995999599959996	1.0
-9.993999399939995	1.0
-9.991999199919992	1.0
-9.98999899989999	1.0
-9.987998799879987	1.0
-9.985998599859986	1.0
-9.983998399839985	1.0
-9.981998199819982	1.0
-9.97999799979998	1.0
-9.977997799779978	1.0
-9.975997599759976	1.0
-9.973997399739973	1.0
-9.971997199719972	1.0
-9.969996999699969	1.0
-9.967996799679968	1.0
-9.965996599659967	1.0
-9.963996399639964	1.0
-9.961996199619962	1.0
-9.95999599959996	1.0
-9.957995799579958	1.0
-9.955995599559955	1.0
-9.953995399539954	1.0
-9.951995199519953	1.0
-9.94999499949995	1.0
-9.947994799479948	1.0
-9.945994599459945	1.0
-9.943994399439944	1.0
-9.941994199419941	1.0
-9.93999399939994	1.0
-9.937993799379939	1.0
-9.935993599359936	1.0
-9.933993399339935	1.0
-9.931993199319932	1.0
-9.92999299929993	1.0
-9.927992799279927	1.0
-9.925992599259926	1.0
-9.923992399239925	1.0
-9.921992199219922	1.0
-9.91999199919992	1.0
-9.917991799179918	1.0
-9.915991599159916	1.0
-9.913991399139913	1.0
-9.911991199119912	1.0
-9.90999099909991	1.0
-9.907990799079908	1.0
-9.905990599059907	1.0
-9.903990399039904	1.0
-9.901990199019902	1.0
-9.8999899989999	1.0
-9.897989798979898	1.0
-9.895989598959895	1.0
-9.893989398939894	1.0
-9.891989198919893	1.0
-9.88998899889989	1.0
-9.887988798879888	1.0
-9.885988598859885	1.0
-9.883988398839884	1.0
-9.881988198819881	1.0
-9.87998799879988	1.0
-9.877987798779879	1.0
-9.875987598759876	1.0
-9.873987398739875	1.0
-9.871987198719872	1.0
-9.86998699869987	1.0
-9.867986798679867	1.0
-9.865986598659866	1.0
-9.863986398639865	1.0
-9.861986198619862	1.0
-9.85998599859986	1.0
-9.857985798579858	1.0
-9.855985598559856	1.0
-9.853985398539853	1.0
-9.851985198519852	1.0
-9.849984998499849	1.0
-9.847984798479848	1.0
-9.845984598459847	1.0
-9.843984398439844	1.0
-9.841984198419842	1.0
-9.83998399839984	1.0
-9.837983798379838	1.0
-9.835983598359835	1.0
-9.833983398339834	1.0
-9.831983198319833	1.0
-9.82998299829983	1.0
-9.827982798279828	1.0
-9.825982598259825	1.0
-9.823982398239824	1.0
-9.821982198219821	1.0
-9.81998199819982	1.0
-9.817981798179819	1.0
-9.815981598159816	1.0
-9.813981398139815	1.0
-9.811981198119812	1.0
-9.80998099809981	1.0
-9.807980798079807	1.0
-9.805980598059806	1.0
-9.803980398039805	1.0
-9.801980198019802	1.0
-9.7999799979998	1.0
-9.797979797979798	1.0
-9.795979597959796	1.0
-9.793979397939793	1.0
-9.791979197919792	1.0
-9.78997899789979	1.0
-9.787978797879788	1.0
-9.785978597859787	1.0
-9.783978397839784	1.0
-9.781978197819782	1.0
-9.77997799779978	1.0
-9.777977797779778	1.0
-9.775977597759775	1.0
-9.773977397739774	1.0
-9.771977197719773	1.0
-9.76997699769977	1.0
-9.767976797679768	1.0
-9.765976597659765	1.0
-9.763976397639764	1.0
-9.761976197619761	1.0
-9.75997599759976	1.0
-9.757975797579759	1.0
-9.755975597559756	1.0
-9.753975397539755	1.0
-9.751975197519752	1.0
-9.74997499749975	1.0
-9.747974797479747	1.0
-9.745974597459746	1.0
-9.743974397439745	1.0
-9.741974197419742	1.0
-9.73997399739974	1.0
-9.737973797379738	1.0
-9.735973597359736	1.0
-9.733973397339733	1.0
-9.731973197319732	1.0
-9.729972997299729	1.0
-9.727972797279728	1.0
-9.725972597259727	1.0
-9.723972397239724	1.0
-9.721972197219722	1.0
-9.71997199719972	1.0
-9.717971797179718	1.0
-9.715971597159715	1.0
-9.713971397139714	1.0
-9.711971197119713	1.0
-9.70997099709971	1.0
-9.707970797079708	1.0
-9.705970597059705	1.0
-9.703970397039704	1.0
-9.701970197019701	1.0
-9.6999699969997	1.0
-9.697969796979699	1.0
-9.695969596959696	1.0
-9.693969396939695	1.0
-9.691969196919691	1.0
-9.68996899689969	1.0
-9.687968796879687	1.0
-9.685968596859686	1.0
-9.683968396839685	1.0
-9.681968196819682	1.0
-9.67996799679968	1.0
-9.677967796779678	1.0
-9.675967596759676	1.0
-9.673967396739673	1.0
-9.671967196719672	1.0
-9.66996699669967	1.0
-9.667966796679668	1.0
-9.665966596659667	1.0
-9.663966396639664	1.0
-9.661966196619662	1.0
-9.65996599659966	1.0
-9.657965796579658	1.0
-9.655965596559655	1.0
-9.653965396539654	1.0
-9.651965196519653	1.0
-9.64996499649965	1.0
-9.647964796479648	1.0
-9.645964596459645	1.0
-9.643964396439644	1.0
-9.641964196419641	1.0
-9.63996399639964	1.0
-9.637963796379639	1.0
-9.635963596359636	1.0
-9.633963396339634	1.0
-9.631963196319631	1.0
-9.62996299629963	1.0
-9.627962796279627	1.0
-9.625962596259626	1.0
-9.623962396239625	1.0
-9.621962196219622	1.0
-9.61996199619962	1.0
-9.617961796179618	1.0
-9.615961596159616	1.0
-9.613961396139613	1.0
-9.611961196119612	1.0
-9.609960996099609	1.0
-9.607960796079608	1.0
